Listening to port 4567
Connected!!!
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 0.002, Point acc = 0.2, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4735, Point acc = -1.6349, Ref Vel = 10.7511
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 781.823, other_car_s : 810.976
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.5089, Point acc = -1.66984, Ref Vel = 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 781.823, other_car_s : 810.976
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7499, sensor_car_s_speed * 0.7 : 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4735, Point acc = -1.63632, Ref Vel = 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 781.823, other_car_s : 810.976
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7499, sensor_car_s_speed * 0.7 : 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4388, Point acc = -1.60339, Ref Vel = 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 781.823, other_car_s : 810.976
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7499, sensor_car_s_speed * 0.7 : 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4047, Point acc = -1.57109, Ref Vel = 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 781.823, other_car_s : 810.976
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7499, sensor_car_s_speed * 0.7 : 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3713, Point acc = -1.5394, Ref Vel = 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 781.823, other_car_s : 810.976
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7499, sensor_car_s_speed * 0.7 : 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3385, Point acc = -1.50831, Ref Vel = 10.7499
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed12.667, Time in state : 10, Current Lane : 1, Target Lane : 1
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 783.35, other_car_s : 812.819
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4735, Point acc = -1.63766, Ref Vel = 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 783.35, other_car_s : 812.819
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7486, sensor_car_s_speed * 0.7 : 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4387, Point acc = -1.60473, Ref Vel = 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 783.35, other_car_s : 812.819
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7486, sensor_car_s_speed * 0.7 : 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.4046, Point acc = -1.57239, Ref Vel = 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 783.35, other_car_s : 812.819
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7486, sensor_car_s_speed * 0.7 : 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3712, Point acc = -1.54067, Ref Vel = 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 783.35, other_car_s : 812.819
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7486, sensor_car_s_speed * 0.7 : 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3384, Point acc = -1.50955, Ref Vel = 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 783.35, other_car_s : 812.819
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7486, sensor_car_s_speed * 0.7 : 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3062, Point acc = -1.47903, Ref Vel = 10.7486
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 784.37, other_car_s : 814.047
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3712, Point acc = -1.54152, Ref Vel = 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 784.37, other_car_s : 814.047
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7478, sensor_car_s_speed * 0.7 : 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3384, Point acc = -1.5104, Ref Vel = 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 784.37, other_car_s : 814.047
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7478, sensor_car_s_speed * 0.7 : 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3062, Point acc = -1.47986, Ref Vel = 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 784.37, other_car_s : 814.047
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7478, sensor_car_s_speed * 0.7 : 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2746, Point acc = -1.44989, Ref Vel = 10.7478
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 785.898, other_car_s : 815.89
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.3062, Point acc = -1.48108, Ref Vel = 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 785.898, other_car_s : 815.89
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7467, sensor_car_s_speed * 0.7 : 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2746, Point acc = -1.45113, Ref Vel = 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 785.898, other_car_s : 815.89
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7467, sensor_car_s_speed * 0.7 : 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2435, Point acc = -1.42171, Ref Vel = 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 785.898, other_car_s : 815.89
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7467, sensor_car_s_speed * 0.7 : 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2131, Point acc = -1.39284, Ref Vel = 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 785.898, other_car_s : 815.89
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7467, sensor_car_s_speed * 0.7 : 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1833, Point acc = -1.36452, Ref Vel = 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 785.898, other_car_s : 815.89
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7467, sensor_car_s_speed * 0.7 : 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.154, Point acc = -1.33674, Ref Vel = 10.7467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 787.169, other_car_s : 817.426
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2435, Point acc = -1.42266, Ref Vel = 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 787.169, other_car_s : 817.426
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7458, sensor_car_s_speed * 0.7 : 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2131, Point acc = -1.39379, Ref Vel = 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 787.169, other_car_s : 817.426
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7458, sensor_car_s_speed * 0.7 : 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1832, Point acc = -1.36545, Ref Vel = 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 787.169, other_car_s : 817.426
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7458, sensor_car_s_speed * 0.7 : 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1539, Point acc = -1.33765, Ref Vel = 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 787.169, other_car_s : 817.426
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7458, sensor_car_s_speed * 0.7 : 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1252, Point acc = -1.31037, Ref Vel = 10.7458
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 788.183, other_car_s : 818.654
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1832, Point acc = -1.36622, Ref Vel = 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 788.183, other_car_s : 818.654
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7451, sensor_car_s_speed * 0.7 : 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1539, Point acc = -1.33842, Ref Vel = 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 788.183, other_car_s : 818.654
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7451, sensor_car_s_speed * 0.7 : 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1251, Point acc = -1.31113, Ref Vel = 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 788.183, other_car_s : 818.654
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7451, sensor_car_s_speed * 0.7 : 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.0969, Point acc = -1.28436, Ref Vel = 10.7451
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 789.193, other_car_s : 819.881
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1539, Point acc = -1.33916, Ref Vel = 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 789.193, other_car_s : 819.881
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7444, sensor_car_s_speed * 0.7 : 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.1251, Point acc = -1.31186, Ref Vel = 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 789.193, other_car_s : 819.881
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7444, sensor_car_s_speed * 0.7 : 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.0969, Point acc = -1.28507, Ref Vel = 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 789.193, other_car_s : 819.881
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7444, sensor_car_s_speed * 0.7 : 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.0692, Point acc = -1.25879, Ref Vel = 10.7444
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 790.452, other_car_s : 821.416
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.7436
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 12.2131, Point acc = -1.39615, Ref Vel = 10.7436
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 790.452, other_car_s : 821.416
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.7436, sensor_car_s_speed * 0.7 : 10.7436
